代码	名称	公告时间	类型	公告内容
000681	视觉中国	2024-10-26	报表披露	2024年三季报归属净利润8169万元，同比下降33.33%，基本每股收益0.117元
000698	沈阳化工	2024-10-26	报表披露	2024年三季报归属净利润-1.87亿元，同比增长39.41%，基本每股收益-0.228元
000701	厦门信达	2024-10-26	报表披露	2024年三季报归属净利润-1.398亿元，同比下降46.95%，基本每股收益-0.3381元
000708	中信特钢	2024-10-26	报表披露	2024年三季报归属净利润38.36亿元，同比下降12.30%，基本每股收益0.76元
000722	湖南发展	2024-10-26	报表披露	2024年三季报归属净利润6141万元，同比增长36.24%，基本每股收益0.13元
000728	国元证券	2024-10-26	报表披露	2024年三季报归属净利润15.7亿元，同比增长10.07%，基本每股收益0.36元
000729	燕京啤酒	2024-10-26	报表披露	2024年三季报归属净利润12.88亿元，同比增长34.73%，基本每股收益0.457元
000733	振华科技	2024-10-26	报表披露	2024年三季报归属净利润6.445亿元，同比下降68.69%，基本每股收益1.164元
000735	罗 牛 山	2024-10-26	报表披露	2024年三季报归属净利润3.423亿元，同比增长303.83%，基本每股收益0.2973元
000751	锌业股份	2024-10-26	报表披露	2024年三季报归属净利润424.9万元，同比下降91.25%，基本每股收益0.0026元
000752	ST西发	2024-10-26	报表披露	2024年三季报归属净利润2399万元，同比增长144.96%，基本每股收益0.091元
000753	漳州发展	2024-10-26	报表披露	2024年三季报归属净利润4928万元，同比增长4.07%，基本每股收益0.0497元
000788	北大医药	2024-10-26	报表披露	2024年三季报归属净利润1.304亿元，同比增长182.49%，基本每股收益0.2187元
000789	万年青	2024-10-26	报表披露	2024年三季报归属净利润697.8万元，同比下降97.74%，基本每股收益0.0088元
000809	*ST和展	2024-10-26	报表披露	2024年三季报归属净利润-7843万元，同比增长6.39%，基本每股收益-0.095元
000810	创维数字	2024-10-26	报表披露	2024年三季报归属净利润2.365亿元，同比下降47.19%，基本每股收益0.2071元
000812	陕西金叶	2024-10-26	报表披露	2024年三季报归属净利润5891万元，同比增长39.61%，基本每股收益0.0766元
000815	美利云	2024-10-26	报表披露	2024年三季报归属净利润-994.1万元，同比增长38.65%，基本每股收益-0.01元
000816	智慧农业	2024-10-26	报表披露	2024年三季报归属净利润3121万元，同比增长127.57%，基本每股收益0.0216元
000819	岳阳兴长	2024-10-26	报表披露	2024年三季报归属净利润7247万元，同比下降1.52%，基本每股收益0.201元
000821	京山轻机	2024-10-26	报表披露	2024年三季报归属净利润4.33亿元，同比增长45.08%，基本每股收益0.7元
000822	山东海化	2024-10-26	报表披露	2024年三季报归属净利润1.718亿元，同比下降74.19%，基本每股收益0.19元
000877	天山股份	2024-10-26	报表披露	2024年三季报归属净利润-37.48亿元，同比下降7471.10%，基本每股收益-0.4506元
000883	湖北能源	2024-10-26	报表披露	2024年三季报归属净利润24.61亿元，同比增长43.27%，基本每股收益0.38元
000888	峨眉山Ａ	2024-10-26	报表披露	2024年三季报归属净利润2.439亿元，同比下降6.61%，基本每股收益0.4629元
000890	法尔胜	2024-10-26	报表披露	2024年三季报归属净利润-4135万元，同比下降83.03%，基本每股收益-0.1元
000905	厦门港务	2024-10-26	报表披露	2024年三季报归属净利润1.899亿元，同比下降13.87%，基本每股收益0.256元
000906	浙商中拓	2024-10-26	报表披露	2024年三季报归属净利润3.62亿元，同比下降30.70%，基本每股收益0.45元
000912	泸天化	2024-10-26	报表披露	2024年三季报归属净利润1.251亿元，同比下降47.04%，基本每股收益0.0798元
000915	华特达因	2024-10-26	报表披露	2024年三季报归属净利润3.654亿元，同比下降20.70%，基本每股收益1.56元
000917	电广传媒	2024-10-26	报表披露	2024年三季报归属净利润6099万元，同比下降23.52%，基本每股收益0.04元
000929	兰州黄河	2024-10-26	报表披露	2024年三季报归属净利润-3868万元，同比下降445.30%，基本每股收益-0.2082元
000930	中粮科技	2024-10-26	报表披露	2024年三季报归属净利润960.5万元，同比增长102.89%，基本每股收益0.0052元
000948	南天信息	2024-10-26	报表披露	2024年三季报归属净利润5593万元，同比增长6.43%，基本每股收益0.1447元
000953	河化股份	2024-10-26	报表披露	2024年三季报归属净利润7929万元，同比增长2171.86%，基本每股收益0.2166元
000960	锡业股份	2024-10-26	报表披露	2024年三季报归属净利润12.83亿元，同比增长17.18%，基本每股收益0.7647元
000968	蓝焰控股	2024-10-26	报表披露	2024年三季报归属净利润3.017亿元，同比下降28.52%，基本每股收益0.31元
000972	中基健康	2024-10-26	报表披露	2024年三季报归属净利润-4354万元，同比下降201.24%，基本每股收益-0.0565元
000985	大庆华科	2024-10-26	报表披露	2024年三季报归属净利润3113万元，同比增长336.63%，基本每股收益0.24元
000997	新 大 陆	2024-10-26	报表披露	2024年三季报归属净利润8.188亿元，同比增长0.07%，基本每股收益0.8082元
000999	华润三九	2024-10-26	报表披露	2024年三季报归属净利润29.6亿元，同比增长23.19%，基本每股收益2.32元
001203	大中矿业	2024-10-26	报表披露	2024年三季报归属净利润6.648亿元，同比下降19.79%，基本每股收益0.44元
001205	盛航股份	2024-10-26	报表披露	2024年三季报归属净利润1.347亿元，同比增长15.61%，基本每股收益0.8034元
001216	华瓷股份	2024-10-26	报表披露	2024年三季报归属净利润1.685亿元，同比增长13.45%，基本每股收益0.669元
001218	丽臣实业	2024-10-26	报表披露	2024年三季报归属净利润7590万元，同比下降29.17%，基本每股收益0.58元
001301	尚太科技	2024-10-26	报表披露	2024年三季报归属净利润5.778亿元，同比增长1.72%，基本每股收益2.22元
001332	锡装股份	2024-10-26	报表披露	2024年三季报归属净利润2.078亿元，同比增长61.69%，基本每股收益1.924元
001380	华纬科技	2024-10-26	报表披露	2024年三季报归属净利润1.535亿元，同比增长39.92%，基本每股收益0.8405元
002011	盾安环境	2024-10-26	报表披露	2024年三季报归属净利润6.488亿元，同比增长20.10%，基本每股收益0.61元
002015	协鑫能科	2024-10-26	报表披露	2024年三季报归属净利润6.059亿元，同比下降36.43%，基本每股收益0.3832元
002028	思源电气	2024-10-26	报表披露	2024年三季报归属净利润14.91亿元，同比增长29.88%，基本每股收益1.92元
002029	七 匹 狼	2024-10-26	报表披露	2024年三季报归属净利润2.356亿元，同比增长16.76%，基本每股收益0.33元
002038	双鹭药业	2024-10-26	报表披露	2024年三季报归属净利润-1674万元，同比下降105.27%，基本每股收益-0.0163元
002039	黔源电力	2024-10-26	报表披露	2024年三季报归属净利润2.653亿元，同比下降3.88%，基本每股收益0.6206元
002040	南 京 港	2024-10-26	报表披露	2024年三季报归属净利润1.243亿元，同比增长7.91%，基本每股收益0.2568元
002055	得润电子	2024-10-26	报表披露	2024年三季报归属净利润-1.258亿元，同比下降1643.39%，基本每股收益-0.208元
002063	远光软件	2024-10-26	报表披露	2024年三季报归属净利润1.104亿元，同比下降27.21%，基本每股收益0.0579元
002064	华峰化学	2024-10-26	报表披露	2024年三季报归属净利润20.15亿元，同比增长4.46%，基本每股收益0.41元
002075	沙钢股份	2024-10-26	报表披露	2024年三季报归属净利润1.054亿元，同比下降43.15%，基本每股收益0.048元
002080	中材科技	2024-10-26	报表披露	2024年三季报归属净利润6.084亿元，同比下降64.36%，基本每股收益0.3625元
002085	万丰奥威	2024-10-26	报表披露	2024年三季报归属净利润5.635亿元，同比增长5.07%，基本每股收益0.27元
002092	ST中泰	2024-10-26	报表披露	2024年三季报归属净利润-3.481亿元，同比增长69.70%，基本每股收益-0.1351元
002093	国脉科技	2024-10-26	报表披露	2024年三季报归属净利润1.481亿元，同比增长66.99%，基本每股收益0.1488元
002098	浔兴股份	2024-10-26	报表披露	2024年三季报归属净利润1.717亿元，同比增长69.17%，基本每股收益0.4797元
002105	信隆健康	2024-10-26	报表披露	2024年三季报归属净利润83.76万元，同比下降96.22%，基本每股收益0.002元
002107	沃华医药	2024-10-26	报表披露	2024年三季报归属净利润2291万元，同比下降60.09%，基本每股收益0.04元
002121	科陆电子	2024-10-26	报表披露	2024年三季报归属净利润-1.534亿元，同比下降97.53%，基本每股收益-0.0924元
002132	恒星科技	2024-10-26	报表披露	2024年三季报归属净利润1861万元，同比下降64.67%，基本每股收益0.0135元
002138	顺络电子	2024-10-26	报表披露	2024年三季报归属净利润6.241亿元，同比增长30.71%，基本每股收益0.79元
002148	北纬科技	2024-10-26	报表披露	2024年三季报归属净利润1356万元，同比下降2.41%，基本每股收益0.0242元
002150	通润装备	2024-10-26	报表披露	2024年三季报归属净利润1.074亿元，同比增长151.47%，基本每股收益0.3元
002158	汉钟精机	2024-10-26	报表披露	2024年三季报归属净利润7.214亿元，同比增长6.11%，基本每股收益1.349元
002162	悦心健康	2024-10-26	报表披露	2024年三季报归属净利润-3307万元，同比下降130.38%，基本每股收益-0.0358元
002165	红 宝 丽	2024-10-26	报表披露	2024年三季报归属净利润4609万元，同比增长4.69%，基本每股收益0.0627元
002171	楚江新材	2024-10-26	报表披露	2024年三季报归属净利润1622万元，同比下降95.30%，基本每股收益0.0122元
002178	延华智能	2024-10-26	报表披露	2024年三季报归属净利润-876.3万元，同比下降205.25%，基本每股收益-0.0123元
002197	ST证通	2024-10-26	报表披露	2024年三季报归属净利润-5682万元，同比下降335.08%，基本每股收益-0.09元
002202	金风科技	2024-10-26	报表披露	2024年三季报归属净利润17.92亿元，同比增长42.14%，基本每股收益0.4093元
002212	天融信	2024-10-26	报表披露	2024年三季报归属净利润-1.693亿元，同比增长31.83%，基本每股收益-0.15元
002218	拓日新能	2024-10-26	报表披露	2024年三季报归属净利润3097万元，同比下降48.44%，基本每股收益0.0219元
002219	新里程	2024-10-26	报表披露	2024年三季报归属净利润5279万元，同比增长57.98%，基本每股收益0.0155元
002223	鱼跃医疗	2024-10-26	报表披露	2024年三季报归属净利润15.32亿元，同比下降30.09%，基本每股收益1.537元
002226	江南化工	2024-10-26	报表披露	2024年三季报归属净利润7.497亿元，同比增长7.10%，基本每股收益0.283元
002236	大华股份	2024-10-26	报表披露	2024年三季报归属净利润25.45亿元，同比下降1.74%，基本每股收益0.78元
002253	川大智胜	2024-10-26	报表披露	2024年三季报归属净利润-2704万元，同比下降4.99%，基本每股收益-0.1198元
002255	海陆重工	2024-10-26	报表披露	2024年三季报归属净利润2.41亿元，同比增长2.85%，基本每股收益0.2861元
002262	恩华药业	2024-10-26	报表披露	2024年三季报归属净利润10.2亿元，同比增长15.18%，基本每股收益1.01元
002278	神开股份	2024-10-26	报表披露	2024年三季报归属净利润2026万元，同比增长70.06%，基本每股收益0.056元
002283	天润工业	2024-10-26	报表披露	2024年三季报归属净利润2.69亿元，同比下降13.47%，基本每股收益0.24元
002284	亚太股份	2024-10-26	报表披露	2024年三季报归属净利润1.571亿元，同比增长61.45%，基本每股收益0.2125元
002298	中电鑫龙	2024-10-26	报表披露	2024年三季报归属净利润-3.76亿元，同比下降228.05%，基本每股收益-0.5241元
002299	圣农发展	2024-10-26	报表披露	2024年三季报归属净利润3.827亿元，同比下降48.25%，基本每股收益0.309元
002305	南国置业	2024-10-26	报表披露	2024年三季报归属净利润-2.346亿元，同比增长76.74%，基本每股收益-0.1353元
002312	川发龙蟒	2024-10-26	报表披露	2024年三季报归属净利润4.249亿元，同比增长30.73%，基本每股收益0.22元
002327	富安娜	2024-10-26	报表披露	2024年三季报归属净利润2.932亿元，同比下降15.33%，基本每股收益0.36元
002332	仙琚制药	2024-10-26	报表披露	2024年三季报归属净利润5.302亿元，同比增长12.42%，基本每股收益0.536元
002338	奥普光电	2024-10-26	报表披露	2024年三季报归属净利润4540万元，同比下降42.38%，基本每股收益0.19元
002344	海宁皮城	2024-10-26	报表披露	2024年三季报归属净利润7212万元，同比下降46.27%，基本每股收益0.06元
002347	泰尔股份	2024-10-26	报表披露	2024年三季报归属净利润-1578万元，同比下降252.38%，基本每股收益-0.0313元
002374	中锐股份	2024-10-26	报表披露	2024年三季报归属净利润-8267万元，同比下降102.92%，基本每股收益-0.0762元
002391	长青股份	2024-10-26	报表披露	2024年三季报归属净利润4384万元，同比下降79.62%，基本每股收益0.0685元
002415	海康威视	2024-10-26	报表披露	2024年三季报归属净利润81.08亿元，同比下降8.40%，基本每股收益0.878元
002418	康盛股份	2024-10-26	报表披露	2024年三季报归属净利润-986.6万元，同比下降134.71%，基本每股收益-0.0087元
002419	天虹股份	2024-10-26	报表披露	2024年三季报归属净利润1.183亿元，同比下降47.32%，基本每股收益0.1012元
002424	ST百灵	2024-10-26	报表披露	2024年三季报归属净利润8822万元，同比下降37.20%，基本每股收益0.06元
002429	兆驰股份	2024-10-26	报表披露	2024年三季报归属净利润13.73亿元，同比增长7.93%，基本每股收益0.3032元
002434	万里扬	2024-10-26	报表披露	2024年三季报归属净利润2.57亿元，同比下降20.05%，基本每股收益0.2元
002436	兴森科技	2024-10-26	报表披露	2024年三季报归属净利润-3160万元，同比下降116.59%，基本每股收益-0.02元
002441	众业达	2024-10-26	报表披露	2024年三季报归属净利润1.399亿元，同比下降46.84%，基本每股收益0.26元
002452	长高电新	2024-10-26	报表披露	2024年三季报归属净利润1.81亿元，同比增长10.39%，基本每股收益0.2952元
002457	青龙管业	2024-10-26	报表披露	2024年三季报归属净利润1.131亿元，同比增长933.53%，基本每股收益0.3413元
002462	嘉事堂	2024-10-26	报表披露	2024年三季报归属净利润2.31亿元，同比下降2.49%，基本每股收益0.79元
002475	立讯精密	2024-10-26	报表披露	2024年三季报归属净利润90.75亿元，同比增长23.06%，基本每股收益1.26元
002475	立讯精密	2024-10-26	业绩预告	预计2024年1-12月业绩略增，归属净利润约131.4亿元至136.9亿元，同比上升20.00%至25.00%，每股收益约1.82元至1.9元，扣非净利润约114.9亿元至127.1亿元，同比上升12.76%至24.82%
002480	新筑股份	2024-10-26	报表披露	2024年三季报归属净利润-2.546亿元，同比下降20.22%，基本每股收益-0.3309元
002492	恒基达鑫	2024-10-26	报表披露	2024年三季报归属净利润5570万元，同比下降35.58%，基本每股收益0.1375元
002532	天山铝业	2024-10-26	报表披露	2024年三季报归属净利润30.84亿元，同比增长88.36%，基本每股收益0.67元
002534	西子洁能	2024-10-26	报表披露	2024年三季报归属净利润4.234亿元，同比增长577.67%，基本每股收益0.57元
002539	云图控股	2024-10-26	报表披露	2024年三季报归属净利润6.691亿元，同比下降6.36%，基本每股收益0.55元
002552	宝鼎科技	2024-10-26	报表披露	2024年三季报归属净利润1.126亿元，同比增长20.24%，基本每股收益0.27元
002566	益盛药业	2024-10-26	报表披露	2024年三季报归属净利润3586万元，同比下降38.66%，基本每股收益0.1084元
002571	德力股份	2024-10-26	报表披露	2024年三季报归属净利润-3276万元，同比增长40.03%，基本每股收益-0.0836元
002574	明牌珠宝	2024-10-26	报表披露	2024年三季报归属净利润765.3万元，同比下降93.06%，基本每股收益0.01元
002577	雷柏科技	2024-10-26	报表披露	2024年三季报归属净利润3418万元，同比增长14.05%，基本每股收益0.1208元
002578	闽发铝业	2024-10-26	报表披露	2024年三季报归属净利润2845万元，同比下降2.64%，基本每股收益0.0303元
002582	好想你	2024-10-26	报表披露	2024年三季报归属净利润-6071万元，同比下降48.66%，基本每股收益-0.1488元
002609	捷顺科技	2024-10-26	报表披露	2024年三季报归属净利润4301万元，同比下降48.81%，基本每股收益0.0665元
002611	东方精工	2024-10-26	报表披露	2024年三季报归属净利润3.3亿元，同比增长21.40%，基本每股收益0.27元
002612	朗姿股份	2024-10-26	报表披露	2024年三季报归属净利润2.092亿元，同比下降4.87%，基本每股收益0.4729元
002630	华西能源	2024-10-26	报表披露	2024年三季报归属净利润7608万元，同比增长135.98%，基本每股收益0.0644元
002644	佛慈制药	2024-10-26	报表披露	2024年三季报归属净利润3907万元，同比下降34.97%，基本每股收益0.0765元
002645	华宏科技	2024-10-26	报表披露	2024年三季报归属净利润272.5万元，同比增长101.78%，基本每股收益0.0047元
002670	国盛金控	2024-10-26	报表披露	2024年三季报归属净利润8312万元，同比增长74.40%，基本每股收益0.043元
002672	东江环保	2024-10-26	报表披露	2024年三季报归属净利润-3.543亿元，同比增长0.74%，基本每股收益-0.32元
002676	顺威股份	2024-10-26	报表披露	2024年三季报归属净利润4268万元，同比增长40.12%，基本每股收益0.0593元
002686	亿利达	2024-10-26	报表披露	2024年三季报归属净利润4646万元，同比下降14.67%，基本每股收益0.0821元
002690	美亚光电	2024-10-26	报表披露	2024年三季报归属净利润4.5亿元，同比下降20.09%，基本每股收益0.5096元
002706	良信股份	2024-10-26	报表披露	2024年三季报归属净利润3.106亿元，同比下降25.04%，基本每股收益0.28元
002709	天赐材料	2024-10-26	报表披露	2024年三季报归属净利润3.383亿元，同比下降80.69%，基本每股收益0.18元
002728	特一药业	2024-10-26	报表披露	2024年三季报归属净利润601万元，同比下降96.81%，基本每股收益0.01元
002735	王子新材	2024-10-26	报表披露	2024年三季报归属净利润1288万元，同比下降25.84%，基本每股收益0.03元
002758	浙农股份	2024-10-26	报表披露	2024年三季报归属净利润1.604亿元，同比下降32.99%，基本每股收益0.31元
002772	众兴菌业	2024-10-26	报表披露	2024年三季报归属净利润8865万元，同比下降49.49%，基本每股收益0.2254元
002780	三夫户外	2024-10-26	报表披露	2024年三季报归属净利润856.2万元，同比下降28.84%，基本每股收益0.0543元
002785	万里石	2024-10-26	报表披露	2024年三季报归属净利润243.6万元，同比下降21.75%，基本每股收益0.0108元
002789	建艺集团	2024-10-26	报表披露	2024年三季报归属净利润417万元，同比下降85.55%，基本每股收益0.0261元
002808	ST恒久	2024-10-26	报表披露	2024年三季报归属净利润-1705万元，同比增长36.12%，基本每股收益-0.0634元
002855	捷荣技术	2024-10-26	报表披露	2024年三季报归属净利润-1.769亿元，同比下降229.94%，基本每股收益-0.7177元
002870	香山股份	2024-10-26	报表披露	2024年三季报归属净利润1.252亿元，同比下降10.90%，基本每股收益0.95元
002876	三利谱	2024-10-26	报表披露	2024年三季报归属净利润6474万元，同比增长10.88%，基本每股收益0.37元
002880	卫光生物	2024-10-26	报表披露	2024年三季报归属净利润1.827亿元，同比增长20.80%，基本每股收益0.8056元
002885	京泉华	2024-10-26	报表披露	2024年三季报归属净利润4234万元，同比下降42.02%，基本每股收益0.1554元
002902	铭普光磁	2024-10-26	报表披露	2024年三季报归属净利润-1.395亿元，同比下降283.33%，基本每股收益-0.6126元
002908	德生科技	2024-10-26	报表披露	2024年三季报归属净利润895.1万元，同比下降82.49%，基本每股收益0.0209元
002909	集泰股份	2024-10-26	报表披露	2024年三季报归属净利润1443万元，同比下降14.52%，基本每股收益0.037元
002911	佛燃能源	2024-10-26	报表披露	2024年三季报归属净利润4.623亿元，同比增长6.23%，基本每股收益0.3513元
002982	湘佳股份	2024-10-26	报表披露	2024年三季报归属净利润8899万元，同比增长259.71%，基本每股收益0.62元
002988	豪美新材	2024-10-26	报表披露	2024年三季报归属净利润1.718亿元，同比增长38.26%，基本每股收益0.6929元
003005	竞业达	2024-10-26	报表披露	2024年三季报归属净利润2434万元，同比增长1377.71%，基本每股收益0.164元
003012	东鹏控股	2024-10-26	报表披露	2024年三季报归属净利润3.086亿元，同比下降50.95%，基本每股收益0.26元
003022	联泓新科	2024-10-26	报表披露	2024年三季报归属净利润1.783亿元，同比下降55.90%，基本每股收益0.13元
003029	吉大正元	2024-10-26	报表披露	2024年三季报归属净利润-7129万元，同比增长14.32%，基本每股收益-0.37元
003035	南网能源	2024-10-26	报表披露	2024年三季报归属净利润1.521亿元，同比下降56.15%，基本每股收益0.04元
003040	楚天龙	2024-10-26	报表披露	2024年三季报归属净利润-2829万元，同比下降138.55%，基本每股收益-0.06元
200020	深华发Ｂ	2024-10-26	报表披露	2024年三季报归属净利润1424万元，同比增长14.45%，基本每股收益0.0503元
200026	飞亚达Ｂ	2024-10-26	报表披露	2024年三季报归属净利润1.976亿元，同比下降25.58%，基本每股收益0.4824元
200468	宁通信B	2024-10-26	报表披露	2024年三季报归属净利润-2082万元，同比下降24.32%，基本每股收益-0.097元
300003	乐普医疗	2024-10-26	报表披露	2024年三季报归属净利润8.027亿元，同比下降40.70%，基本每股收益0.4339元
300017	网宿科技	2024-10-26	报表披露	2024年三季报归属净利润4.291亿元，同比增长0.79%，基本每股收益0.177元
300022	吉峰科技	2024-10-26	报表披露	2024年三季报归属净利润-2408万元，同比下降530.33%，基本每股收益-0.0484元
300030	阳普医疗	2024-10-26	报表披露	2024年三季报归属净利润-4252万元，同比下降1434.95%，基本每股收益-0.14元
300040	九洲集团	2024-10-26	报表披露	2024年三季报归属净利润7319万元，同比增长0.33%，基本每股收益0.12元
300053	航宇微	2024-10-26	报表披露	2024年三季报归属净利润-6134万元，同比下降208.76%，基本每股收益-0.088元
300059	东方财富	2024-10-26	报表披露	2024年三季报归属净利润60.42亿元，同比下降2.69%，基本每股收益0.3826元
300070	碧水源	2024-10-26	报表披露	2024年三季报归属净利润-4294万元，同比下降110.80%，基本每股收益-0.0118元
300073	当升科技	2024-10-26	报表披露	2024年三季报归属净利润4.643亿元，同比下降68.87%，基本每股收益0.9166元
300087	荃银高科	2024-10-26	报表披露	2024年三季报归属净利润-8433万元，同比下降892.84%，基本每股收益-0.089元
300111	向日葵	2024-10-26	报表披露	2024年三季报归属净利润278.5万元，同比下降88.36%，基本每股收益0.002元
300115	长盈精密	2024-10-26	报表披露	2024年三季报归属净利润5.942亿元，同比增长38159.10%，基本每股收益0.4679元
300122	智飞生物	2024-10-26	报表披露	2024年三季报归属净利润21.51亿元，同比下降67.07%，基本每股收益0.8976元
300130	新国都	2024-10-26	报表披露	2024年三季报归属净利润2.973亿元，同比下降46.18%，基本每股收益0.53元
300138	晨光生物	2024-10-26	报表披露	2024年三季报归属净利润6261万元，同比下降84.28%，基本每股收益0.12元
300142	沃森生物	2024-10-26	报表披露	2024年三季报归属净利润2.564亿元，同比下降53.67%，基本每股收益0.1603元
300146	汤臣倍健	2024-10-26	报表披露	2024年三季报归属净利润8.686亿元，同比下降54.31%，基本每股收益0.51元
300147	香雪制药	2024-10-26	报表披露	2024年三季报归属净利润-2.178亿元，同比下降49.10%，基本每股收益-0.33元
300168	万达信息	2024-10-26	报表披露	2024年三季报归属净利润-5.589亿元，同比下降65.52%，基本每股收益-0.388元
300173	福能东方	2024-10-26	报表披露	2024年三季报归属净利润676.9万元，同比下降82.49%，基本每股收益0.0092元
300174	元力股份	2024-10-26	报表披露	2024年三季报归属净利润2.12亿元，同比增长20.53%，基本每股收益0.5852元
300177	中海达	2024-10-26	报表披露	2024年三季报归属净利润-2577万元，同比下降25.61%，基本每股收益-0.0346元
300187	永清环保	2024-10-26	报表披露	2024年三季报归属净利润8371万元，同比增长25.98%，基本每股收益0.1297元
300190	维尔利	2024-10-26	报表披露	2024年三季报归属净利润1335万元，同比下降37.14%，基本每股收益0.02元
300193	佳士科技	2024-10-26	报表披露	2024年三季报归属净利润1.803亿元，同比增长8.37%，基本每股收益0.38元
300196	长海股份	2024-10-26	报表披露	2024年三季报归属净利润2.025亿元，同比下降29.68%，基本每股收益0.5元
300208	*ST中程	2024-10-26	报表披露	2024年三季报归属净利润-1.32亿元，同比下降57.33%，基本每股收益-0.18元
300213	佳讯飞鸿	2024-10-26	报表披露	2024年三季报归属净利润3675万元，同比增长11.36%，基本每股收益0.06元
300220	金运激光	2024-10-26	报表披露	2024年三季报归属净利润102.3万元，同比增长106.57%，基本每股收益0.0068元
300221	银禧科技	2024-10-26	报表披露	2024年三季报归属净利润3915万元，同比增长46.66%，基本每股收益0.0857元
300265	通光线缆	2024-10-26	报表披露	2024年三季报归属净利润5199万元，同比下降45.94%，基本每股收益0.11元
300270	中威电子	2024-10-26	报表披露	2024年三季报归属净利润-5037万元，同比增长8.78%，基本每股收益-0.17元
300271	华宇软件	2024-10-26	报表披露	2024年三季报归属净利润-2.634亿元，同比增长1.05%，基本每股收益-0.32元
300289	利德曼	2024-10-26	报表披露	2024年三季报归属净利润107.2万元，同比下降95.49%，基本每股收益0.002元
300291	百纳千成	2024-10-26	报表披露	2024年三季报归属净利润-5408万元，同比下降71.63%，基本每股收益-0.0574元
300300	ST峡创	2024-10-26	报表披露	2024年三季报归属净利润-5204万元，同比增长55.96%，基本每股收益-0.08元
300303	聚飞光电	2024-10-26	报表披露	2024年三季报归属净利润2.285亿元，同比增长25.83%，基本每股收益0.17元
300320	海达股份	2024-10-26	报表披露	2024年三季报归属净利润1.165亿元，同比增长20.97%，基本每股收益0.1938元
300322	硕贝德	2024-10-26	报表披露	2024年三季报归属净利润364.6万元，同比增长102.34%，基本每股收益0.0078元
300328	宜安科技	2024-10-26	报表披露	2024年三季报归属净利润245.3万元，同比下降52.31%，基本每股收益0.0036元
300348	长亮科技	2024-10-26	报表披露	2024年三季报归属净利润398.2万元，同比增长142.75%，基本每股收益0.0054元
300351	永贵电器	2024-10-26	报表披露	2024年三季报归属净利润1.007亿元，同比增长11.80%，基本每股收益0.2609元
300358	楚天科技	2024-10-26	报表披露	2024年三季报归属净利润-1.873亿元，同比下降165.18%，基本每股收益-0.3172元
300368	ST汇金	2024-10-26	报表披露	2024年三季报归属净利润-2911万元，同比增长45.60%，基本每股收益-0.055元
300385	雪浪环境	2024-10-26	报表披露	2024年三季报归属净利润-1.513亿元，同比下降13797.33%，基本每股收益-0.4542元
300393	中来股份	2024-10-26	报表披露	2024年三季报归属净利润-3.037亿元，同比下降162.81%，基本每股收益-0.2787元
300400	劲拓股份	2024-10-26	报表披露	2024年三季报归属净利润6033万元，同比增长56.43%，基本每股收益0.25元
300404	博济医药	2024-10-26	报表披露	2024年三季报归属净利润4328万元，同比增长87.98%，基本每股收益0.1133元
300412	迦南科技	2024-10-26	报表披露	2024年三季报归属净利润1507万元，同比下降34.05%，基本每股收益0.03元
300413	芒果超媒	2024-10-26	报表披露	2024年三季报归属净利润14.44亿元，同比下降18.96%，基本每股收益0.77元
300439	美康生物	2024-10-26	报表披露	2024年三季报归属净利润2.244亿元，同比下降2.43%，基本每股收益0.5844元
300457	赢合科技	2024-10-26	报表披露	2024年三季报归属净利润4.958亿元，同比下降2.93%，基本每股收益0.76元
300474	景嘉微	2024-10-26	报表披露	2024年三季报归属净利润2387万元，同比增长53.28%，基本每股收益0.05元
300475	香农芯创	2024-10-26	报表披露	2024年三季报归属净利润3.643亿元，同比增长68.06%，基本每股收益0.8元
300500	启迪设计	2024-10-26	报表披露	2024年三季报归属净利润-1712万元，同比下降154.94%，基本每股收益-0.1元
300513	恒实科技	2024-10-26	报表披露	2024年三季报归属净利润-5002万元，同比下降244.88%，基本每股收益-0.1594元
300527	中船应急	2024-10-26	报表披露	2024年三季报归属净利润504.5万元，同比增长102.36%，基本每股收益0.0052元
300533	冰川网络	2024-10-26	报表披露	2024年三季报归属净利润-4.669亿元，同比下降315.18%，基本每股收益-2.01元
300546	雄帝科技	2024-10-26	报表披露	2024年三季报归属净利润1074万元，同比增长204.47%，基本每股收益0.06元
300553	集智股份	2024-10-26	报表披露	2024年三季报归属净利润1362万元，同比下降59.89%，基本每股收益0.17元
300559	佳发教育	2024-10-26	报表披露	2024年三季报归属净利润5026万元，同比下降56.62%，基本每股收益0.1258元
300569	天能重工	2024-10-26	报表披露	2024年三季报归属净利润576.1万元，同比下降97.19%，基本每股收益0.0056元
300584	海辰药业	2024-10-26	报表披露	2024年三季报归属净利润2812万元，同比增长25.40%，基本每股收益0.2343元
300592	华凯易佰	2024-10-26	报表披露	2024年三季报归属净利润1.893亿元，同比下降36.74%，基本每股收益0.4905元
300595	欧普康视	2024-10-26	报表披露	2024年三季报归属净利润5.226亿元，同比下降2.87%，基本每股收益0.5852元
300601	康泰生物	2024-10-26	报表披露	2024年三季报归属净利润3.511亿元，同比下降49.63%，基本每股收益0.31元
300603	立昂技术	2024-10-26	报表披露	2024年三季报归属净利润552.6万元，同比增长426.18%，基本每股收益0.012元
300618	寒锐钴业	2024-10-26	报表披露	2024年三季报归属净利润1.672亿元，同比增长28.09%，基本每股收益0.54元
