
2025-06-06 09:50:03
涨停股统计信息：
建议仓位	涨停数(今/昨)	封板率(今/昨)	涨幅(今/昨)	跌停数(今/昨)
84	35/76	71.43%/68.47%	1.28%/0.25%	1/12

2025-06-06 09:50:03
强势板块信息：
板一/板数/高度	板二/板数/高度	板三/板数/高度	板四/板数/高度	板五/板数/高度
锂电池/6/3天3板	西部大开发/6/3天3板	央国企改革/6/2天2板	小金属概念/4/2天2板	智能电网/4/3天3板

2025-06-06 09:50:04
龙头股信息：
代码	名称	板块	高度	标签	警告
000889	中嘉博创	 雄安新区	8天4板	8天4板,通信服务,雄安新区	6/10/20250605
002951	金时科技	 超级电容	4天4板	4天4板,超级电容,包装材料	 4/9/20250605
002826	易明医药	西部大开发	3天3板	3天3板,西部大开发,中药 	 9/9/20250605
002298	中电鑫龙	时空大数据	3天3板	3天3板,时空大数据,锂电池	6/10/20250605
603679	华体科技	  锂电池	2天2板	2天2板,锂电池,卫星互联网	7/11/20250605

2025-06-06 09:50:04
连板天梯信息：
昨板数	今板数	昨涨停数	连板成功	连板成功率
4	5	 1	0	  0.0%
3	4	 4	2	 50.0%
2	3	 7	3	42.86%
1	2	53	4	 7.55%

2025-06-06 09:50:19
个股连板情况：
昨板数	今板数	成功	代码	名称	涨幅	标签	警告
5	6	   fail	002177	 御银股份	 4.19%	7天5板,互联金融,计算机设备 	 2/6/20250605
4	5	   fail	605099	XD共创草	 1.36%	5天4板,贬值受益,体育产业  	 4/7/20250605
3	4	   fail	603093	 南华期货	 1.62%	4天3板,多元金融,参股期货  	 4/8/20250605
3	4	   fail	603017	 中衡设计	 9.04%	5天3板,工程咨询服务,装配建筑	 5/9/20250605
3	4	   fail	002082	 万邦德：	 2.93%	5天3板,一带一路,长江三角  	 4/9/20250605
3	4	   fail	603879	 永悦科技	 5.78%	5天3板,农业种植,无人机   	8/10/20250605
3	4	   fail	300651	 金陵体育	-5.96%	4天3板,体育产业,家用轻工  	 1/2/20250605
3	4	success	002951	 金时科技	 9.98%	4天4板,超级电容,包装材料  	 4/9/20250605
3	4	success	603226	 菲林格尔	 9.96%	5天4板,装修建材       	 5/9/20250605
2	3	   fail	605005	 合兴股份	-5.88%	7天4板,新能源车,汽车零部件 	 6/8/20250605
2	3	   fail	000533	 顺钠股份	 0.64%	3天2板,水利建设,数据中心  	 6/9/20250605
2	3	   fail	603076	 乐惠国际	 2.98%	9天5板,啤酒概念,C2M概念 	 5/7/20250605
2	3	   fail	603042	 华脉科技	 3.54%	3天2板,通信设备,数据中心  	6/10/20250605
2	3	   fail	605006	 山东玻纤	 4.99%	4天2板,玻璃玻纤,央国企改革 	6/11/20250605
2	3	   fail	000989	 九芝堂：	-2.35%	4天2板,免疫治疗,创新药   	6/10/20250605
2	3	   fail	300368	 汇金股份	 9.46%	6天3板,互联金融,雄安新区  	 2/3/20250605
2	3	   fail	002731	 萃华珠宝	-4.91%	4天2板,小红书概念,珠宝首饰 	 5/8/20250605
2	3	   fail	600259	 广晟有色	-3.07%	4天2板,央国企改革,稀土永磁 	 5/8/20250605
2	3	   fail	002969	 嘉美包装	-4.42%	3天2板,娃哈哈概念,电商概念 	6/10/20250605
2	3	   fail	002345	 潮宏基：	-6.16%	4天2板,盲盒经济,珠宝首饰  	 8/7/20250605
2	3	   fail	003010	 若羽臣：	-1.20%	4天2板,抖音小店,婴童概念  	 8/7/20250605
2	3	   fail	605599	 菜百股份	-5.23%	电商概念,珠宝首饰       	 6/9/20250605
2	3	   fail	603697	 有友食品	-2.68%	成渝特区,食品饮料       	 7/9/20250605
2	3	   fail	603906	 龙蟠科技	 1.74%	4天2板,锂电池,电池     	 6/9/20250605
2	3	success	000889	 中嘉博创	10.09%	8天4板,通信服务,雄安新区  	6/10/20250605
2	3	success	002826	 易明医药	 9.97%	3天3板,西部大开发,中药   	 9/9/20250605
2	3	success	002298	 中电鑫龙	 9.96%	3天3板,时空大数据,锂电池  	6/10/20250605

2025-06-06 09:50:22
昨日涨停成交量分析：
代码	名称	涨幅	昨套牢	昨获利	今套牢	今获利	今正常	今总量	标签
603535	 嘉诚国际	 -1.7%	 76%	 24%	  6%	 0%	  7%	 12%	统一大市场人气龙头,抖音概念(字节概念)
601086	 国芳集团	-1.69%	100%	  0%	  0%	 0%	 19%	 19%	商业百货,新零售            
600601	 方正科技	-1.69%	 85%	 15%	  0%	 0%	 44%	 44%	昨日首板,电子元件,PCB       
601700	 风范股份	-1.69%	100%	  0%	  0%	 0%	 23%	 23%	特高压,化债(AMC)概念       
002952	 亚世光电	-1.67%	 71%	 29%	  0%	 0%	 14%	 14%	医疗器械概念,AI眼镜         
300741	 华宝股份	-1.56%	100%	  0%	 15%	 0%	 12%	 27%	人造肉市值龙头,电子烟,食品饮料    
002973	 侨银股份	 -1.4%	100%	  0%	  0%	 0%	 16%	 16%	医废处理,无人驾驶           
603099	 长白山：	-1.39%	100%	  0%	  0%	 0%	 13%	 13%	旅游酒店,冰雪经济           
603023	 威帝股份	-1.25%	 96%	  4%	  0%	23%	  3%	 26%	无人驾驶,汽车零部件          
002265	 建设工业	-1.24%	 60%	 40%	  0%	 0%	 58%	 58%	昨日首板,减速器,汽车零部件      
002191	 劲嘉股份	-1.21%	 51%	 49%	  0%	 0%	 24%	 24%	复合集流体业绩龙头,食品安全,免疫治疗 
603863	 松炀资源	-1.05%	100%	  0%	  0%	 0%	 13%	 13%	节能环保,粤港自贸           
002115	 三维通信	-0.93%	 48%	 52%	  0%	 0%	 38%	 38%	昨日首板,卫星互联网,商业航天     
600037	 歌华有线	-0.83%	 27%	 73%	  0%	 7%	 22%	 29%	昨日首板,央国企改革,数据中心     
600110	 诺德股份	-0.81%	100%	  0%	  0%	 0%	 20%	 20%	核能核电,特斯拉            
001338	 永顺泰：	-0.75%	 99%	  1%	  0%	 0%	 24%	 24%	央国企改革,农牧饲渔          
002856	 美芝股份	-0.75%	100%	  0%	  0%	 0%	 69%	 69%	昨日首板,装修装饰,央国企改革     
001258	 立新能源	-0.66%	100%	  0%	  0%	 0%	188%	188%	昨日首板,西部大开发,央国企改革    
603392	 万泰生物	-0.27%	100%	  0%	  0%	 0%	 76%	 76%	昨日首板,幽门螺杆菌概念,生物疫苗   
000838	 财信发展	  0.0%	 37%	 63%	  0%	 0%	 17%	 17%	房地产开发,西部大开发         
002418	 康盛股份	  0.0%	 88%	 12%	  0%	 0%	 18%	 18%	超级电容,锂电池            
605066	 天正电气	 0.13%	 29%	 71%	  0%	 0%	 67%	 67%	昨日首板,数据中心,电网设备      
002866	 传艺科技	 0.17%	 75%	 25%	  0%	 0%	 16%	 16%	固态电池,钠离子电池          
002615	 哈尔斯：	 0.39%	 49%	 51%	  0%	 0%	 18%	 18%	高管增持,华为概念,数字经济      
000546	 金圆股份	 0.42%	 44%	 56%	  0%	 0%	 17%	 17%	锂矿概念,锂电池            
000826	 启迪环境	 0.46%	 68%	 32%	  0%	14%	  6%	 20%	汽车拆解人气龙头,汽车拆解,锂电池   
002427	 尤夫股份	 0.59%	 80%	 20%	  9%	 0%	 21%	 30%	化纤行业人气龙头,化纤行业,央国企改革 
603106	 恒银科技	 0.92%	  0%	100%	 45%	 0%	 34%	 80%	昨日首板,雄安新区,一带一路      
300340	 科恒股份	 1.22%	 65%	 35%	  0%	15%	 22%	 37%	小金属概念人气龙头,小金属概念,稀缺资源
002290	 禾盛新材	 1.43%	 29%	 71%	  0%	 0%	 21%	 21%	月度涨幅领先,新材料,长江三角     
000565	 渝三峡Ａ	 1.73%	 61%	 39%	  0%	 0%	 20%	 20%	化学制品,西部大开发          
605018	 长华集团	 1.79%	  0%	100%	  0%	 0%	 61%	 61%	昨日首板,低空经济,储能        
603123	 翠微股份	  1.9%	  0%	100%	  0%	 0%	 39%	 39%	6天4板,央国企改革,多元金融     
001389	 广合科技	 2.16%	  0%	100%	  0%	 0%	 59%	 59%	昨日首板,云计算,5G概念       
002785	 万里石：	 2.39%	 47%	 53%	  0%	 0%	 27%	 27%	高管增持,装修建材           
002339	 积成电子	 2.45%	  0%	100%	 83%	 0%	 66%	149%	昨日首板,地下管网,北交所概念     
002184	 海得控制	 2.53%	  0%	100%	  0%	 0%	107%	107%	昨日首板,风能,数据中心        
603083	 剑桥科技	 2.65%	  0%	100%	  0%	 0%	 47%	 47%	昨日首板,F5G概念,通信设备     
603208	 江山欧派	 2.68%	 17%	 83%	  0%	 0%	 25%	 25%	装修建材                
600178	 东安动力	 2.73%	  0%	100%	  0%	 0%	 91%	 91%	昨日首板,东北振兴,央国企改革     
002104	 恒宝股份	 2.94%	  0%	100%	  0%	33%	 13%	 46%	6天4板,通信设备,ETC       
002491	 通鼎互联	 3.16%	  0%	100%	  0%	12%	 80%	 91%	昨日首板,通信设备,北交所概念     
002134	 天津普林	 3.37%	  0%	100%	  0%	40%	 28%	 68%	昨日首板,滨海新区,大飞机       
002335	 科华数据	 3.37%	  0%	100%	  0%	 0%	 54%	 54%	昨日首板,腾讯云,量子科技       
002741	 光华科技	 3.59%	  0%	100%	  0%	 0%	 35%	 35%	高管增持,化工原料,锂电池       
605298	 必得科技	 3.62%	  0%	100%	  0%	 0%	 71%	 71%	昨日首板,铁路基建,交运设备      
600589	 大位科技	  3.9%	  0%	100%	  0%	31%	 38%	 69%	昨日首板,数据中心,云计算       
603657	XD春光科	 4.74%	  0%	100%	  0%	24%	 13%	 38%	昨日首板,家电行业,小米概念      

2025-06-06 09:50:37
热门板块信息(热榜350、飙升100、大涨超9%)：
类型	涨幅/股票数	板块(股票数)
热榜	-0.09%/338	锂电池(17),通信设备(17),央国企改革(16),西部大开发(15),机器人(14)
飙升	  1.26%/75	     央国企改革(7),西部大开发(5),大股东增持(5),锂电池(4),风能(4)
大涨	 10.03%/38	         锂电池(5),小金属(5),农药兽药(3),云计算(2),煤化工(2)

2025-06-06 09:50:37
资金流入板块信息：
板块(量比/涨幅)
贵金属(7.8/2.6),有色金属(5.9/1.3),煤炭行业(4.9/1.3),工程咨询服务(4.7/0.7),工程建设(4.4/0.2)

(今日与昨日量比)上证：11% 深证：8% 创业板：11% 沪深300：23% 中证1000：17% 银行板块：28%：

2025-06-06 09:50:51
涨幅后出货少：
代码	名称	涨停时间	涨停次数	涨<1量	涨>3量	涨>2量	涨>1量	成交额	九转	标签
002418	康盛股份	20250529	2	69.0%	18.0%	 6.0%	 7.0%	1.988	-4.0	超级电容,锂电池           
002900	哈三联：	20250530	2	66.0%	23.0%	 5.0%	 6.0%	 1.25	-1.0	消毒剂人气龙头,创新药,宠物经济   
002875	安奈儿：	20250530	1	46.0%	30.0%	 0.0%	24.0%	0.114	 0.0	抗菌面料人气龙头,抗菌面料,婴童概念 
300016	北陆药业	20250603	1	69.0%	 6.0%	15.0%	10.0%	1.655	-9.0	近期11家机构调研,免疫治疗,创新药 
000989	九芝堂：	20250603	2	65.0%	19.0%	 4.0%	12.0%	1.713	-9.0	4天2板,免疫治疗,创新药      
605006	山东玻纤	20250603	2	61.0%	33.0%	 2.0%	 5.0%	 2.32	 1.0	4天2板,玻璃玻纤,央国企改革    
002798	帝欧家居	20250603	1	25.0%	 0.0%	28.0%	46.0%	1.621	 9.0	装修建材人气龙头,装修建材,西部大开发
300949	奥雅股份	20250604	1	70.0%	30.0%	 0.0%	 0.0%	0.717	-2.0	建筑节能人气龙头,婴童概念,谷子经济 

2025-06-06 09:50:53
飙升个股信息(今日热榜飙升前100+热榜350升1000/150升450/50升150)：
代码	名称	涨幅	换手	量比	九转	热榜	热榜较昨日变动	标签	股本	涨停历史
603077	和邦生物	1.13%	0.24	4.35	3.0	310	2058	草甘膦成长龙头,草甘膦,化学原料	5/108	nan

2025-06-06 09:51:49
热榜个股信息1(热榜350内+最近热榜飙升超1000+支撑线<15%)：
代码	名称	涨幅	支撑线	压力线	热榜	热榜1日变动	热榜3日变动	热榜5日变动	九转	涨停	标签	股本	涨停历史
600621	华鑫股份	-1.64%	13%	  7%	 98	-18	 168	 698	 3.0	F	昨日触板业绩龙头,券商概念,沪企改革  	9/58            	 2/50%/-0.0%
300364	中文在线	 -0.4%	10%	  6%	149	-23	1277	 570	 1.0	F	数字阅读市值龙头,知识产权,区块链   	27+133          	 2/0%/-10.5%
300444	双杰电气	-1.58%	 8%	  5%	166	 23	2358	 973	-1.0	F	高压快充,机器人概念          	0+42            	         nan
603211	晋拓股份	 -0.9%	 9%	  3%	176	 15	1428	 464	-1.0	F	毫米波概念,智能家居          	0+15            	  6/83%/3.8%
300153	科泰电源	 4.55%	 9%	  1%	193	-42	1140	 340	 6.0	F	电源设备,节能环保           	92-34/0+58      	5/100%/12.3%
601788	光大证券	-3.14%	13%	  2%	194	-25	1370	1629	-1.0	F	证券,券商概念             	64/261          	  2/50%/0.0%
300748	金力永磁	-2.72%	12%	  5%	202	 -3	 910	 740	-5.0	F	机器人概念,人形机器人         	47+98           	 1/100%/1.4%
002281	光迅科技	 0.39%	 7%	  3%	207	  0	 869	 393	 9.0	F	湖北自贸市值龙头,F5G概念,通信设备 	427-165/36+226  	  6/50%/3.1%
300136	信维通信	-2.15%	10%	  6%	224	-28	1452	 620	-1.0	F	MLCC业绩龙头,混合现实,消费电子  	35+177          	         nan
601211	国泰海通	 0.22%	 7%	  2%	227	-32	 468	 615	 6.0	F	3日主力净流入领先,互联金融,科创板做市	1586-820/222+544	 2/100%/8.4%
600633	浙数文化	 -0.3%	 6%	  0%	231	206	 134	 788	 8.0	F	数据确权业绩龙头,固态电池,腾讯云   	188-91/16+81    	  7/71%/5.5%
002837	英维克：	 0.93%	12%	-17%	234	-12	1139	 389	 8.0	F	专用设备市值龙头,腾讯云,军工     	38+139          	  5/40%/1.9%
002658	雪迪龙：	-0.41%	 8%	  0%	241	  5	1184	 343	-3.0	F	气溶胶检测成长龙头,氢能源,雄安新区  	0/19            	 3/33%/-1.6%
300846	首都在线	 0.69%	 6%	  1%	248	-25	 813	 298	 9.0	F	东数西算,一带一路           	130-10/9+111    	 5/100%/5.4%

2025-06-06 09:51:49
热榜个股信息2：
代码	名称	涨幅	支撑线	压力线	热榜	热榜1日变动	热榜3日变动	热榜5日变动	九转	涨停	标签	股本	涨停历史
002090	金智科技	-2.27%	12%	 9%	 16	 6	1648	 921	-1.0	T1	昨日首板,人工智能,机器人概念 	0/34      	 2/50%/3.5%
002184	海得控制	 2.38%	11%	 7%	 17	 3	1732	 778	 9.0	T1	昨日首板,风能,储能      	0+31      	12/75%/4.4%
600601	方正科技	-1.69%	13%	10%	 20	-4	1074	 378	-1.0	T1	昨日首板,华为概念,PCB   	19+127    	11/55%/0.4%
002339	积成电子	 1.94%	11%	 8%	 26	 6	2358	 910	 9.0	T1	昨日首板,地下管网,北交所概念 	0+32      	 3/67%/3.0%
002491	通鼎互联	 2.64%	14%	10%	 27	 2	1670	 767	 1.0	T1	昨日首板,通信设备,北交所概念 	1+34      	 4/50%/0.5%
000530	冰山冷热	-2.65%	13%	 8%	 31	 5	1703	 698	-1.0	T1	昨日首板,冰雪经济,体育产业  	51-15/0+36	 7/57%/2.8%
605066	天正电气	-0.13%	11%	 8%	 37	 0	1792	 786	-1.0	T1	昨日首板,数据中心,电网设备  	0+25      	 7/86%/6.8%
001258	立新能源	-0.92%	12%	 8%	 42	 2	1946	 471	-1.0	T1	昨日首板,西部大开发,央国企改革	1+17      	 6/33%/1.2%
603176	汇通集团	-3.85%	14%	 9%	 53	 1	1090	 -76	-1.0	T1	昨日首板,雄安新区,工程建设  	2/8       	 2/0%/-2.3%
001379	腾达科技	-3.05%	13%	10%	 61	 8	2158	1976	-1.0	T1	昨日首板,贬值受益,新型工业化 	1+11      	 3/33%/2.3%
001389	广合科技	 1.91%	13%	 8%	 67	 3	3077	1566	 9.0	T1	昨日首板,云计算,5G概念   	4/14      	 7/57%/1.2%
603901	永创智能	-4.28%	11%	 3%	 69	 7	1064	 224	-1.0	T1	昨日首板,专用设备,机器人概念 	4+22      	 7/71%/2.5%
605298	必得科技	 3.04%	11%	 7%	 74	 3	3044	1400	 1.0	T1	昨日首板,铁路基建,交运设备  	0+0       	 4/75%/4.6%
002856	美芝股份	-0.67%	14%	-1%	 90	11	 940	1259	 9.0	T1	昨日首板,央国企改革,装修装饰 	0+8       	4/25%/-1.2%
600110	诺德股份	-1.34%	14%	 4%	243	-5	2953	1776	-5.0	T1	核能核电,特斯拉        	2/41      	 5/80%/3.9%

2025-06-06 09:51:50
热榜个股信息3（热榜个股信息1热榜350内+最近热榜飙升超1000+涨停+压力线超5%)：
代码	名称	涨幅	支撑线	压力线	热榜	热榜1日变动	热榜3日变动	热榜5日变动	九转	涨停	标签	股本	涨停历史
600551	时代出版	-4.67%	16%	 -6%	 57	  3	-154	 482	 4.0	T3	6天3板,文化传媒,婴童概念      	4/14      	 2/50%/1.0%
002229	鸿博股份	-2.15%	10%	-10%	 79	-18	 -19	 -46	-1.0	T1	AIGC概念,ChatGPT概念    	2+63      	17/59%/2.9%
002735	王子新材	-1.15%	-3%	-24%	116	-17	 -62	 -54	-2.0	T1	降解塑料人气龙头,降解塑料,军工    	1+24      	12/42%/0.9%
603900	莱绅通灵	-4.34%	 4%	-15%	130	 -8	  52	  39	-9.0	T1	珠宝首饰人气龙头,新零售,珠宝首饰   	1+9       	16/56%/2.6%
600006	东风股份	-1.62%	-4%	-17%	157	-49	 -11	-123	-1.0	T1	汽车芯片,首发经济           	3+57      	6/33%/-0.6%
300003	乐普医疗	 -2.8%	19%	 -6%	171	-11	 531	1188	-7.0	T1	人脑工程业绩龙头,体外诊断,人脑工程  	30+123    	 1/0%/-6.3%
603686	福龙马：	 1.88%	13%	-13%	182	-25	-113	 -70	 1.0	T2	PPP模式,节能环保          	51-9/7+35 	 9/44%/2.4%
000565	渝三峡A	 1.52%	 3%	-16%	189	-25	  84	 -50	 1.0	T1	化学制品,西部大开发          	0/28      	12/58%/3.7%
003010	若羽臣：	-1.56%	17%	 -8%	197	  6	 248	 413	-9.0	T2	4天2板,抖音小店,婴童概念      	43-14/1+28	 9/89%/2.0%
603390	通达电气	-1.35%	18%	-22%	205	-20	-113	-100	-2.0	T1	电子后视镜人气龙头,汽车热管理,汽车零部	0+15      	14/64%/3.0%
600794	保税科技	 3.32%	11%	 -7%	226	 45	-128	 128	 3.0	T1	央国企改革,统一大市场         	1+39      	 8/62%/3.5%

2025-06-06 09:51:50
热榜个股信息4(热榜350内+涨停+支撑线<20%)：
代码	名称	涨幅	支撑线	压力线	热榜	热榜1日变动	热榜3日变动	热榜5日变动	九转	涨停	标签	股本	涨停历史
000506	中润资源	 7.89%	15	  7%	 70	-12	 276	 731	 3.0	T1	昨日首板,贵金属,小金属概念      	55-18/3+34  	55/84%/2.9%
600939	重庆建工	 7.49%	15	  5%	216	-40	3114	1598	 1.0	T1	房屋检测人气龙头,房屋检测,装配建筑  	0+0         	10/80%/4.2%
605006	山东玻纤	 6.41%	16	 -5%	174	  8	2645	3180	 1.0	T2	4天2板,玻璃玻纤,央国企改革     	1/14        	 9/78%/6.1%
000665	湖北广电	 5.27%	15	  9%	 10	  3	1097	 398	 9.0	T1	昨日首板,央国企改革,广电       	6+38        	10/60%/4.2%
600589	大位科技	  3.9%	13	  4%	  2	  3	 396	 169	 9.0	T1	昨日首板,算力概念,数据中心      	27+48       	28/71%/4.4%
002467	二六三：	 3.46%	15	  0%	187	  0	 894	 977	 5.0	T1	月度涨幅领先,通信服务,腾讯云     	1+65        	10/70%/4.2%
600794	保税科技	 3.32%	11	 -7%	226	 45	-128	 128	 3.0	T1	央国企改革,统一大市场         	1+39        	 8/62%/3.5%
