
2025-04-22 10:01:56
涨停股统计信息：
建议仓位	涨停数(今/昨)	封板率(今/昨)	涨幅(今/昨)	跌停数(今/昨)
86	43/114	65.15%/78.62%	1.78%/2.41%	20/23

2025-04-22 10:01:56
强势板块信息：
板一/天/板数	板二/天/板数	板三/天/板数	板四/天/板数	板五/天/板数
央国企改革/14/9天5板	一带一路/10/2天2板	长江三角/10/9天5板	电商概念/8/9天5板	创投/7/4天2板

2025-04-22 10:01:58
龙头股信息：
代码	名称	板块	板数	标签	警告
001212	中旗新材	  粤港自贸	15天9板	15天9板,粤港自贸,装修装饰	8/5/20250418
600794	保税科技	 统一大市场	 9天5板	9天5板,统一大市场,物流行业	5/8/20250418
002640	跨境通：	  进口博览	 9天5板	9天5板,进口博览,贸易行业 	8/9/20250418
001395	亚联机械	注册制次新股	 6天5板	6天5板,次新股,注册制次新股	3/8/20250418
603128	华贸物流	  上海自贸	 6天4板	6天4板,物流行业,快递概念 	8/9/20250418

2025-04-22 10:01:59
连板天梯信息：
昨板数	今板数	涨停数	连板成功	连板成功率
6	->7	 1	 0	  0.0%
5	->6	 2	 0	  0.0%
4	->5	 2	 0	  0.0%
3	->4	 3	 1	33.33%
2	->3	10	 4	 40.0%
1	->2	82	11	13.41%

2025-04-22 10:02:17
个股连板情况：
昨板数	今板数	成功	代码	名称	涨幅	标签	警告
6	->7	   fail	605188	国光连锁	-8.37%	7天6板,新零售,电商概念      	 2/5/20250418
5	->6	   fail	003020	立方制药	-2.25%	6天5板,中药概念,肝炎概念     	 4/8/20250418
5	->6	   fail	603696	安记食品	-0.88%	6天5板,调味品概念,食品饮料    	 4/7/20250418
4	->5	   fail	000965	天保基建	 3.77%	10天5板,房地产开发,参股券商   	 5/8/20250418
4	->5	   fail	601086	国芳集团	 6.11%	13天11板,商业百货,参股券商   	 3/2/20250418
3	->4	   fail	002427	尤夫股份	 0.14%	化纤行业人气龙头,央国企改革,化纤行业	 5/6/20250418
3	->4	   fail	002809	红墙股份	-0.76%	4天3板,雄安新区,环氧丙烷     	 6/9/20250418
3	->4	success	600794	保税科技	 9.92%	9天5板,统一大市场,物流行业    	 5/8/20250418
2	->3	   fail	002194	武汉凡谷	 2.53%	3天2板,创投,职业教育       	7/10/20250418
2	->3	   fail	603042	华脉科技	-4.72%	3天2板,5G概念,边缘计算     	7/10/20250418
2	->3	   fail	002583	海能达：	 3.86%	3天2板,互联金融,中俄贸易概念   	7/10/20250418
2	->3	   fail	603955	大千生态	-1.84%	6天3板,新型城镇化,工程建设    	 7/9/20250418
2	->3	   fail	002629	仁智股份	-4.34%	3天2板,采掘行业,油气设服     	7/11/20250418
2	->3	   fail	000620	新华联：	-3.55%	3天2板,参股银行,京津冀      	7/10/20250418
2	->3	success	002251	步步高：	 9.94%	6天3板,移动支付,免税概念     	 7/9/20241216
2	->3	success	003003	天元股份	10.03%	3天3板,快递概念,包装材料     	7/10/20250418
2	->3	success	600865	百大集团	10.01%	3天3板,退税商店,商业百货     	 7/9/20250418
2	->3	success	603351	威尔药业	10.00%	3天3板,化学制药          	7/11/20250418

2025-04-22 10:02:19
昨日涨停成交量分析：
代码	名称	涨幅	昨套牢	昨获利	今套牢	今获利	今正常	今总量	标签
002651	利君股份	  0.0%	 | 0%	100% |	  0%	  0%	 83% |	 83%	昨日首板,成渝特区,节能环保      
600589	大位科技	  0.0%	 | 0%	100% |	 30%	  0%	 39% |	 70%	昨日首板,大数据,互联网服务      
002773	康弘药业	 0.21%	 | 0%	100% |	  0%	  0%	 37% |	 37%	昨日首板,阿兹海默,单抗概念      
300139	晓程科技	 0.28%	 | 0%	100% |	  0%	  0%	 47% |	 47%	昨日首板,贵金属,绿色电力       
002795	永和智控	  0.4%	 | 0%	100% |	  0%	  0%	 72% |	 72%	昨日首板,贬值受益,BC电池      
603918	金桥信息	 0.73%	 | 0%	100% |	  0%	  0%	 68% |	 68%	昨日首板,蚂蚁概念,化债(AMC)概念 
603256	宏和科技	 1.02%	 | 0%	100% |	  0%	134%	 19% |	153%	昨日首板,华为概念,玻璃玻纤      
603308	应流股份	 1.18%	 | 0%	100% |	  0%	  0%	 47% |	 47%	昨日首板,一带一路,参股银行      
600963	岳阳林纸	 1.47%	 | 0%	100% |	 78%	  0%	 48% |	125%	昨日首板,绿色电力,工业大麻      
300464	星徽股份	 1.51%	 | 0%	100% |	 58%	  0%	 54% |	112%	昨日首板,跨境电商,电商概念      
002297	博云新材	 1.71%	 | 0%	100% |	  0%	  0%	 66% |	 66%	昨日首板,央国企改革,通用航空     
600562	国睿科技	 1.76%	 | 0%	100% |	  0%	  0%	 54% |	 54%	昨日首板,PPP模式,长江三角     
002345	潮宏基：	 1.88%	 | 0%	100% |	  0%	  0%	 61% |	 61%	昨日首板,NFT概念,黄金概念     
605358	立昂微：	 1.91%	 | 0%	100% |	  0%	  0%	121% |	121%	昨日首板,IGBT概念,人工智能    
002279	久其软件	  2.2%	 | 0%	100% |	  0%	  0%	125% |	125%	昨日首板,化债(AMC)概念,财税数字化
000626	远大控股	 2.27%	 | 0%	100% |	  0%	  0%	 73% |	 73%	昨日首板,贸易行业,生态农业      
000862	银星能源	 2.29%	 | 0%	100% |	 38%	  0%	128% |	167%	昨日首板,电力行业,绿色电力      
601069	西部黄金	 2.35%	 | 0%	100% |	  0%	  0%	 50% |	 50%	昨日首板,贵金属,黄金概念       
603119	浙江荣泰	 2.41%	 | 0%	100% |	  0%	  0%	 42% |	 42%	昨日首板,非金属材料,新能源车     
600988	赤峰黄金	 2.71%	 | 0%	100% |	  0%	  0%	 53% |	 53%	昨日首板,贵金属,黄金概念       
301259	艾布鲁：	 2.74%	 | 0%	100% |	  0%	  0%	 49% |	 49%	昨日首板,垃圾分类,新型城镇化     
003006	百亚股份	  2.8%	 | 0%	100% |	  0%	  0%	 39% |	 39%	昨日首板,电商概念,西部大开发     
600860	京城股份	 3.07%	 | 0%	100% |	  0%	  0%	573% |	573%	昨日首板,天然气,央国企改革      
002365	永安药业	 3.33%	 | 0%	100% |	 10%	  0%	 48% |	 57%	昨日首板,一带一路,化学制药      
605488	福莱新材	 3.34%	 | 0%	100% |	  0%	  0%	 80% |	 80%	昨日首板,一带一路,降解塑料      
001337	四川黄金	 3.57%	 | 0%	100% |	  0%	  0%	 53% |	 53%	昨日首板,贵金属,黄金概念       
002479	富春环保	 3.61%	 | 0%	100% |	103%	  0%	 76% |	179%	昨日首板,生物质能发电,垃圾分类    
600391	航发科技	 4.17%	 | 0%	100% |	  0%	  0%	127% |	127%	4天2板,央国企改革,成渝特区     
000639	西王食品	 4.33%	 | 0%	100% |	 73%	  0%	140% |	214%	昨日首板,长寿药,新零售        
600505	西昌电力	 4.45%	 | 0%	100% |	  0%	  0%	 58% |	 58%	昨日首板,电力行业,绿色电力      
603110	东方材料	 4.84%	 | 0%	100% |	  0%	  0%	 90% |	 90%	6天3板,娃哈哈概念,DeepSeek概
