
2025-03-08 23:42:54
涨停统计、龙头股、强势板块、连板天梯：
建议仓位	涨停数	封板率	涨幅	跌停数
75	62/118	52.54%/75.64%	0.49%/3.09%	-/5

2025-03-08 23:42:54
板一	板二	板三	板四	板五
央国企改革/17/5天5板	华为概念/10/5天5板	西部大开发/9/4天3板	新能源车/8/4天4板	机器人概念/8/3天2板

2025-03-08 23:42:55
代码	名称	板块	板数	标签	警告
605208	永茂泰：	  减速器	10天6板	10天6板,汽车零部件,减速器	20250306/6/5
000409	云鼎科技	 军民融合	 5天5板	5天5板,军民融合,北斗导航 	20250306/4/8
002105	信隆健康	 小米概念	 4天4板	4天4板,交运设备,小米概念 	20250306/6/9
603048	浙江黎明	 新能源车	 4天4板	4天4板,汽车零部件,新能源车	20250306/5/9
601020	华钰矿业	小金属概念	 4天3板	4天3板,有色金属,小金属概念	20250306/4/8

2025-03-08 23:42:55
昨板数	今板数	涨停数	连板成功	连板成功率
4	->5	 3	 2	66.67%
3	->4	 4	 2	 50.0%
2	->3	11	 2	18.18%
1	->2	97	13	 13.4%
0	->1	39	39	100.0%

2025-03-08 23:42:57
昨板数	今板数	成功	代码	名称	涨幅	标签	警告
4	->5	   fail	603700	 宁水集团	-10.01%	月度涨幅领先,物联网,华为概念     	 20250306/3/7
4	->5	success	000409	 云鼎科技	 10.04%	5天5板,军民融合,北斗导航      	 20250306/4/8
4	->5	success	600289	*ST信通	  5.01%	5天5板,国家安防,工业互联      	20241216/7/10
3	->4	   fail	600592	 龙溪股份	  4.69%	8天5板,大飞机,通用设备       	 20250306/6/6
3	->4	   fail	603583	 捷昌驱动	 -1.29%	4天3板,养老概念,医疗器械概念    	 20250306/6/6
3	->4	success	002105	 信隆健康	  9.97%	4天4板,交运设备,小米概念      	 20250306/6/9
3	->4	success	603048	 浙江黎明	 10.00%	4天4板,汽车零部件,新能源车     	 20250306/5/9
2	->3	   fail	600590	 泰豪科技	  8.19%	航母概念人气龙头,航母概念,军民融合  	 20250306/6/4
2	->3	   fail	002115	 三维通信	 -4.53%	3天2板,抖音概念(字节概念),快手概念	 20250306/6/9
2	->3	   fail	603618	 杭电股份	 -5.92%	3天2板,特高压,电网设备       	 20250306/6/9
2	->3	   fail	600589	 大位科技	 -2.88%	11天7板,大数据,边缘计算      	 20250306/7/5
2	->3	   fail	000809	*ST和展	 -0.63%	3天2板,新型城镇化,房地产开发    	 20241216/6/9
2	->3	   fail	600751	 海航科技	 -6.02%	3天2板,京津冀,滨海新区       	20250306/6/10
2	->3	   fail	603166	 福达股份	 -2.55%	3天2板,机器人概念,农业种植     	 20250306/6/8
2	->3	   fail	002195	 岩山科技	 -0.32%	3天2板,AI智能体,机器人概念    	 20250306/5/8
2	->3	   fail	002369	 卓翼科技	 -8.53%	13天8板,智能穿戴,区块链      	 20250306/6/3
2	->3	success	002052	*ST同洲	  4.88%	3天3板,国家安防,广电        	 20241216/9/8
2	->3	success	603300	 海南华铁	 10.03%	3天3板,低空经济,专用设备      	 20250306/6/4

2025-03-08 23:43:20
今日情绪(人气350、飙升100、涨幅超9%)：：
类型	涨幅	行业
热门	2.21%/340	汽车零部件(30),人形机器人(25),小金属(20),信创(16),通用设备(16)
飙升	-1.33%/68	互联医疗(11),医疗器械(10),AI制药(10),医疗服务(9),央国企改革(6)
涨幅	10.63%/85	     汽车零部件(15),通用设备(7),小金属(6),军工(5),节能环保(5)



上证：0% 深圳：0% 创业：0% 300：0% 1000：0% 银行：0%：

2025-03-08 23:43:31
涨幅后出货少：
代码	名称	涨停时间	涨停次数	涨<1量	涨>3量	涨>2量	涨>1量	成交额	cumu_ud	标签
301182	凯旺科技	20250228	1	67.0	 8.0	16.0	9.0	0.6	-8.0	铜缆高速连接人气龙头,华为概念,铜缆高速
600281	华阳新材	20250303	2	67.0	28.0	 4.0	2.0	0.0	 0.0	今日首板,小金属,降解塑料       
002196	方正电机	20250305	2	53.0	27.0	17.0	2.0	0.3	 0.0	3天2板,电机,特斯拉         

2025-03-08 23:43:37
今日人气飙升前100+排名350升1000/150升450/50升150：
代码	名称	涨幅	换手	量比	成交额	cumu_ud	排名	较昨日变动	标签	股本
300168	万达信息	-2.28%	3.99	1.09	0.6	-4.0	 98	1419	数字哨兵市值龙头,MLOps概念,DRG	21+77 # 3+67%+6.9%
603882	金域医学	-3.39%	3.34	0.73	0.7	-6.0	113	1024	华为概念,医疗服务           	44+66 # 6+83%+5.4%
000503	国新健康	-3.01%	2.43	0.88	0.4	-3.0	138	2106	SPD概念市值龙头,互联医疗,DRG/D	5+79 # 10+80%+3.3%
002777	久远银海	 -1.7%	4.27	0.95	0.4	-3.0	167	1434	信创,DRG/DIP          	5+47 # 7+71%+2.9% 
300288	朗玛信息	-2.74%	8.13	0.92	0.5	-8.0	178	1698	大数据,互联医疗            	3+37 #            
600055	万东医疗	-1.73%	1.22	0.77	0.2	-8.0	253	2493	互联医疗,AI制药           	8+59 #            
301230	泓博医药	-3.28%	7.38	0.77	0.3	-8.0	320	1850	CRO,AI制药            	8+17 # 2+50%+4.6% 

2025-03-08 23:46:07
排名350内+最近人气飙升超1000+最近涨幅<15%：
代码	名称	涨幅	十日环比	人气排名	排名变动	排名变动3	排名变动5	cumu_ud	最近涨停	最近跌幅	标签	股本
600057	厦门象屿	 5.84	 0.00%	0.1	-8.0	2665	1322	土地流转成长龙头,央国企改革,一带一路	20+41 #           
002294	信立泰：	29.63	 0.20%	0.2	-8.0	2548	1299	机构推荐,创新药,深圳特区      	49+93 #           
300404	博济医药	 9.62	 0.21%	0.2	-8.0	1871	1283	AI制药,医疗服务          	1+23 #            
000505	京粮控股	 5.93	-0.17%	0.1	-7.0	3220	1100	调味品概念,央国企改革        	0+21 # 3+33%+-0.6%
300396	迪瑞医疗	15.83	 0.00%	0.1	-8.0	2645	1070	体外诊断,医疗器械          	2+21 #            
301602	超研股份	27.51	 0.47%	0.3	-8.0	 786	1067	高管增持,医疗器械,人工智能     	0+0 # 1+100%+14.8%
300003	乐普医疗	11.86	 0.00%	0.3	-9.0	1169	1008	血氧仪业绩龙头,痘病毒防治,参股保险 	30+123 #          
603858	步长制药	14.91	-0.13%	0.1	-7.0	2464	1006	中药,参股保险            	9+70 #            
301235	华康医疗	19.98	 0.35%	0.0	-1.0	4186	 990	人工智能,医疗服务          	1+8 #             
603122	合富中国	 7.46	 0.00%	0.1	-7.0	3595	 930	医药商业,SPD概念         	1+12 # 3+33%+-1.0%
300199	翰宇药业	12.08	 0.33%	0.4	-8.0	1241	 911	互联医疗,AI制药          	7+78 #            
002589	瑞康医药	 2.94	 0.34%	0.1	-8.0	3033	 892	区块链,互联医疗           	2+29 # 3+67%+2.0% 
605186	健麾信息	22.84	-0.04%	0.2	-7.0	1890	 878	鸿蒙概念,医疗服务          	1+14 # 3+33%+-1.9%
300937	药易购：	28.62	 0.32%	0.1	-9.0	3101	 873	大数据,互联医疗           	1+12 # 2+50%+-1.4%

2025-03-08 23:46:29
人气排名2000+高换手率：
代码	名称	涨幅	人气	换手	量比	成交额	cumu_ud	标签
301037	保立佳：	-1.38	2389	25.25	3.43	2.35	 1.0	微盘股,锂电池      
301107	瑜欣电子	 1.98	2016	15.05	2.83	1.02	-1.0	通用设备,新能源车    
301288	清研环境	 2.16	2642	12.82	2.67	0.81	 3.0	节能环保,环保行业    
301633	港迪技术	 1.59	2197	13.82	2.29	1.69	-4.0	通用设备,工程机械概念  
301001	凯淳股份	-1.89	3020	14.56	2.29	 2.7	-4.0	人工智能,国产软件    
301159	三维天地	-2.61	2559	14.16	1.99	2.19	-1.0	信创,国产软件      
301110	青木科技	-0.68	2745	12.49	1.98	3.38	-4.0	电商概念,互联网服务   
001226	拓山重工	 2.32	2039	 9.47	1.96	0.55	 4.0	工程机械,工程机械概念  
603190	亚通精工	  0.0	2979	 8.14	1.94	0.78	-4.0	汽车零部件,汽车一体化压铸
301209	联合化学	-0.57	2885	22.98	1.93	2.13	-2.0	化学原料         
002587	奥拓电子	-1.23	2335	 7.77	1.86	2.61	-4.0	边缘计算,国产软件    
603172	万丰股份	 0.36	2780	 6.44	1.83	0.46	-4.0	化学原料,化工原料    

2025-03-08 23:46:35
异动股票(加速下跌、高台跳水)+涨幅小于1：
代码	名称	涨幅	成交额	cumu_ud	标签
301585	蓝宇股份	-3.57%	0.2	-6.0	次新股,注册制次新股          
002896	中大力德	-7.33%	0.5	 2.0	机器人执行器人气龙头,通用设备,机器人概
600203	福日电子	-5.75%	0.4	-1.0	华为概念,LED            
300718	长盛轴承	-6.78%	1.6	-1.0	特斯拉,机器人概念           
000158	常山北明	-6.19%	1.0	-1.0	国资云概念市值龙头,信创,智谱AI   
000856	冀东装备	-7.33%	0.2	 0.0	雄安新区,京津冀            
300687	赛意信息	-8.07%	0.9	 3.0	边缘计算,国产软件           
600126	杭钢股份	-7.48%	1.9	-1.0	钢铁行业人气龙头,阿里概念,土地流转  
002261	拓维信息	-9.58%	5.6	-2.0	电商概念人气龙头,东数西算,华为欧拉  
600272	开开实业	-3.16%	0.0	 3.0	沪企改革,SPD概念          
603700	宁水集团	-6.89%	0.0	 0.0	月度涨幅领先,物联网,华为概念     
301382	蜂助手：	 -3.9%	0.8	 3.0	鸿蒙概念,数据安全           
301557	C常友：	-8.25%	0.2	-2.0	风电设备人气龙头,次新股,注册制次新股 
603496	恒为科技	 -8.1%	0.6	-1.0	信创,国产软件             
603109	神驰机电	-3.03%	0.1	 2.0	新能源,发电机概念           
301139	元道通信	-6.93%	0.3	-7.0	信创,通信服务             
603409	C汇通：	-8.85%	0.2	-2.0	月度涨幅领先,次新股,注册制次新股   
605286	同力日升	-8.91%	0.1	 1.0	新能源,储能              
300382	斯莱克：	-5.02%	0.3	-1.0	抖音小店人气龙头,物联网,抖音小店   
002123	梦网科技	-5.85%	1.4	-6.0	东北振兴人气龙头,智谱AI,ChatGP

2025-03-08 23:46:38
业绩预告：
代码	名称	涨幅	换手	量比	类型	利润	收益	公告时间	业绩

2025-03-08 23:46:38
业绩快报：
代码	名称	涨幅	换手	量比	类型	公告时间	业绩
000628	高新发展	-1.92%	3.89	 0.8	业绩快报	2025-03-08 00:00:00	2024年1-12月快报披露，营业总收入71.33亿元，归属净利润5948万元，基本每股收益0.169元                                                                                                                                                    
600995	南网储能	-0.51%	0.56	0.93	业绩快报	2025-03-08 00:00:00	2024年1-12月快报披露，营业总收入61.74亿元，归属净利润11.26亿元，基本每股收益0.35元                                                                                                                                                    
