
2025-03-03 22:51:09
涨停统计、龙头股、强势板块、连板天梯：
建议仓位	涨停数	封板率	涨幅	跌停数
53	70/56	57.38%/62.22%	1.22%/-0.44%	-/47

2025-03-03 22:51:09
板一	板二	板三	板四	板五
锂电池/15/3天2板	国企改革/15/4天2板	新能源车/11/6天4板	固态电池/9/3天3板	军工/9/4天2板

2025-03-03 22:51:10
代码	名称	板块	板数	标签	警告
002575	群兴玩具	婴童概念	6天4板	6天4板,房地产服务,婴童概念               	20250228/4/7
603496	恒为科技	新型工业化	4天4板	4天4板,新型工业化,数字孪生               	20250228/4/7
601789	宁波建工	装配建筑	4天2板	4天2板,装配建筑,房屋检测                	20250228/7/8
000056	皇庭国际	租售同权	4天2板	4天2板,房地产服务,租售同权               	20250228/7/10
603200	上海洗霸	固态电池	3天3板	3天3板,固态电池,钠离子电池               	20250228/5/9

2025-03-03 22:51:10
昨板数	今板数	涨停数	连板成功	连板成功率
6	->7	1	0	0.0%
3	->4	2	1	50.0%
2	->3	11	3	27.27%
1	->2	38	5	13.16%
0	->1	57	57	100.0%

2025-03-03 22:51:12
昨板数	今板数	成功	代码	名称	涨幅	标签	警告
6	->7	fail	605100	华丰股份	-9.16%	7天6板,数据中心,发电机概念               	20250228/2/5
3	->4	fail	002276	万马股份	-4.73%	长江三角人气龙头,高压快充,人形机器人           	20250228/4/6
3	->4	success	603496	恒为科技	10.00%	4天4板,新型工业化,数字孪生               	20250228/4/7
2	->3	fail	603007	ST花王	-4.96%	3天2板,PPP模式,海绵城市               	20241216/8/13
2	->3	fail	002582	好想你	-9.92%	3天2板,RCEP概念,食品饮料              	20250228/5/10
2	->3	fail	600238	海南椰岛	-8.40%	3天2板,酿酒行业,彩票概念                	20250228/6/10
2	->3	fail	600693	东百集团	4.87%	3天2板,京东金融,跨境电商                	20250228/6/12
2	->3	fail	605300	佳禾食品	-9.98%	3天2板,食品饮料,代糖概念                	20250228/5/8
2	->3	fail	603377	ST东时	-0.41%	3天2板,汽车服务,职业教育                	20241216/8/11
2	->3	fail	002298	中电鑫龙	-9.95%	5天3板,无线充电,算力概念                	20250228/4/7
2	->3	fail	603959	ST百利	-4.55%	3天2板,工程咨询服务,氢能源               	20241216/8/11
2	->3	success	002575	群兴玩具	10.04%	6天4板,房地产服务,婴童概念               	20250228/4/7
2	->3	success	605066	天正电气	10.05%	3天3板,智能电网,电网设备                	20250228/6/9
2	->3	success	603200	上海洗霸	10.01%	3天3板,固态电池,钠离子电池               	20250228/5/9

2025-03-03 22:51:32
今日情绪(人气350、飙升100、涨幅超9%)：：
类型	涨幅	行业
热门	3.07%/331	固态电池(52),锂电池(35),电池(20),算力(15),小金属(11)
飙升	5.92%/59	锂电池(8),中药(5),大股东增持(4),医疗器械(3),专用设备(3)
涨幅	10.84%/87	固态电池(15),锂电池(13),电池(9),化学制品(4),可控核聚变(4)



上证：-15% 深圳：-12% 创业：-11% 300：-15% 1000：-10% 银行：-14%：

2025-03-03 22:51:49
涨幅后出货少：
代码	名称	涨停时间	涨停次数	涨<1量	涨>3量	涨>2量	涨>1量	成交额	cumu_ud	标签
300134	大富科技	20250225	1	67.0	21.0	5.0	7.0	0.8	-3.0	云游戏人气龙头,智能穿戴,云游戏              
600355	精伦电子	20250225	2	58.0	24.0	4.0	14.0	0.3	4.0	微盘股人气龙头,新型工业化,微盘股             
000980	众泰汽车	20250226	2	68.0	12.0	9.0	11.0	0.2	0.0	4天2板,新能源车,汽车整车                
000981	山子高科	20250226	1	68.0	14.0	0.0	18.0	1.6	0.0	大股东增持,西部大开发,新能源车              
600592	龙溪股份	20250226	2	67.0	21.0	0.0	12.0	0.5	-3.0	4天2板,通用设备,机器人概念               
600729	重庆百货	20250226	2	67.0	31.0	0.0	2.0	0.6	-3.0	4天2板,商业百货,互联金融                
603823	百合花	20250227	2	66.0	21.0	6.0	7.0	0.1	0.0	3天2板,锂电池,化学制品                 

2025-03-03 22:51:57
今日人气飙升前100+排名350升1000/150升450/50升150：
代码	名称	涨幅	换手	量比	成交额	cumu_ud	排名	较昨日变动	标签	股本
603399	永杉锂业	10.05%	3.32	1.16	0.0	0.0	42	2855	今日首板,小金属,锂电池                  	50-22/0+28 # 1141/4/75%/2.6%
300195	长荣股份	20.03%	21.57	3.93	0.2	0.0	48	2914	今日首板,ERP概念,锂电池                	19-1/0+18 # 2894/1/100%/8.5%
603936	博敏电子	10.04%	13.04	4.09	0.8	8.0	55	2631	今日首板,电子元件,新能源车                	57-10/3+44 #        
002942	新农股份	10.02%	5.59	4.13	0.1	8.0	90	3790	今日首板,磷化工,农药兽药                 	23-14/0+9 # 1327/3/0%/-5.2%
000688	国城矿业	10.02%	1.69	3.24	0.0	0.0	91	2895	今日首板,锂矿概念,小金属概念               	144-108/5+31 # 2296/2/50%/1.8%
603978	深圳新星	9.98%	3.55	1.62	0.0	0.0	96	4370	今日首板,锂电池,氟化工                  	0-0/0+0 # 352/9/56%/1.3%
603855	华荣股份	10.01%	2.47	5.04	0.0	0.0	99	4275	今日首板,专用设备,LED                 	74-30/5+39 # 2826/1/100%/2.6%
002581	未名医药	10.03%	3.46	1.43	0.0	0.0	109	2687	今日首板,生物制品,生物疫苗                	42-8/2+32 # 638/6/83%/3.3%
603326	我乐家居	9.97%	2.24	0.47	0.0	0.0	120	3234	今日首板,装修建材                     	23-15/2+6 # 1611/3/67%/1.9%
605133	嵘泰股份	10.0%	4.49	1.24	0.0	7.0	128	2881	今日首板,新能源车,特斯拉                 	53-32/3+18 # 1267/3/33%/0.8%
603135	中重科技	6.88%	10.85	5.25	0.3	-3.0	286	3444	新型工业化,专用设备                    	25-7/1+17 # 2516/1/0%/-3.0%

2025-03-03 22:53:50
排名350内+最近人气飙升超1000+最近涨幅<15%：
代码	名称	涨幅	十日环比	人气排名	排名变动	排名变动3	排名变动5	cumu_ud	最近涨停	最近跌幅	标签	股本
002167	东方锆业	7.66%	12.7%	7	-5	214	761	-1.0	T1	8.9	昨日首板,固态电池,小金属                 	68-16/2+50 # 674/6/33%/-0.8%
600693	东百集团	4.87%	11.75%	63	-43	404	1140	3.0	T2	21.07	3天2板,京东金融,跨境电商                	54-33/3+18 # 105/15/67%/4.1%
002178	延华智能	0.92%	0.71%	107	-98	713	852	-3.0	T1	7.82	昨日首板,互联医疗,养老概念                	55-19/0+36 # 159/13/77%/5.3%
603777	来伊份：	7.12%	5.94%	134	20	510	1530	4.0	T1	10.88	小红书概念人气龙头,小红书概念,进口博览          	56-30/5+21 # 163/13/85%/5.5%
002140	东华科技	7.94%	0.42%	145	-117	2033	1858	1.0	T1	6.9	昨日首板,熔盐储能,锂电池                 	55-32/1+22 # 1498/3/67%/2.3%
601881	中国银河	-3.96%	12.75%	161	-46	-118	962	-4.0	T2	2.84	4天2板,证券,券商概念                  	1870-1518/73+279 # 751/5/40%/-0.1%
603660	苏州科达	-9.96%	11.9%	168	-123	298	1006	0.0	T1	14.84	全息技术人气龙头,云计算,电子车牌             	47-12/1+34 # 616/6/83%/4.1%
603072	天和磁材	5.93%	11.76%	178	-59	527	1492	1.0	T1	15.31	小金属人气龙头,小金属,次新股               	0-0/0+0 # 1865/2/50%/-1.0%
000678	襄阳轴承	-9.32%	9.51%	185	-171	270	861	-8.0	T1	14.34	昨日首板,湖北自贸,减速器                 	38-18/1+19 # 497/7/29%/-1.5%
600210	紫江企业	2.07%	6.33%	192	-119	640	1845	-4.0	T1	10.72	刀片电池人气龙头,固态电池,锂电池             	110-29/5+76 # 859/5/80%/4.5%
600238	海南椰岛	-8.4%	10.73%	205	-176	840	2699	-6.0	T2	20.83	3天2板,酿酒行业,彩票概念                	30-6/2+22 # 1259/3/67%/3.7%
001359	平安电工	0.07%	4.43%	221	-187	1510	2556	-2.0	T1	9.39	昨日首板,固态电池,锂电池                 	14-0/0+14 #         
002187	广百股份	2.98%	7.46%	233	-41	408	1564	3.0	T1	10.11	首发经济,黄金概念                     	39-20/3+16 # 155/13/54%/1.7%
002769	普路通：	5.27%	14.06%	255	-27	4	2033	8.0	T1	3.95	物流行业人气龙头,固态电池,钠离子电池           	27-9/0+18 # 560/7/57%/1.6%
002741	光华科技	3.82%	12.43%	265	-115	173	863	-4.0	T1	10.34	动力电池回收人气龙头,动力电池回收,锂电池         	74-28/3+43 # 262/10/70%/4.5%
301182	凯旺科技	-9.52%	12.0%	266	-219	683	1321	-6.0	T1	25.36	昨日首板,消费电子,铜缆高速连接              	15-2/2+11 # 1182/4/50%/1.8%
603037	凯众股份	-9.7%	10.5%	268	-253	433	1417	-3.0	T1	14.0	昨日首板,汽车零部件,小米汽车               	34-11/0+23 # 2456/1/0%/-0.8%
603690	至纯科技	-7.34%	3.34%	277	-244	724	1753	-1.0	T1	10.0	昨日首板,光通信模块,CPO概念              	0-0/0+0 # 997/4/75%/0.6%
600470	六国化工	0.5%	3.08%	280	-255	2060	1981	-4.0	T1	7.46	昨日首板,磷化工,化肥行业                 	32-8/1+23 # 900/5/80%/6.0%
300076	GQY视讯	3.05%	6.57%	291	-233	2233	2421	-4.0	T1	16.98	昨日首板,光学光电子,MiniLED            	35-10/0+25 #        
600586	金晶科技	5.86%	10.89%	295	193	17	2218	-3.0	T1	0.9	钙钛矿电池成长龙头,钙钛矿电池,玻璃玻纤          	85-27/4+54 # 2432/1/100%/0.2%
000882	华联股份	2.26%	3.08%	306	8	114	710	2.0	T1	2.32	大股东增持,网红直播,新零售                	74-28/2+44 # 50/19/63%/2.8%
000036	华联控股	2.56%	3.59%	338	-281	1931	2914	2.0	T1	9.44	昨日首板,深圳特区,房地产开发               	64-18/4+42 # 3353/1/100%/3.4%
601995	中金公司	-1.98%	9.7%	339	-136	-219	985	-9.0	T1	-3.18	证券,券商概念                       	1876-1492/123+261 # 1212/4/50%/-0.3%

2025-03-03 22:53:50
排名350内+最近人气飙升超1000+最近涨停+最近跌幅超5%：
代码	名称	涨幅	十日环比	人气排名	排名变动	排名变动3	排名变动5	cumu_ud	最近涨停	最近跌幅	标签	股本
600811	东方集团	-9.81%	6.16%	2	1	199	239	0.0	T1	-7.36%	IPO受益,社区团购                    	85-25/3+57 # 42/20/50%/2.3%
002031	巨轮智能	-0.7%	17.87%	22	31	-27	-5	-4.0	T1	-5.05%	工业母机人气龙头,专用设备,核能核电            	202-22/3+177 # 31/22/77%/3.5%
000158	常山北明	-0.32%	9.19%	65	10	-48	-3	-2.0	T1	-10.58%	综合行业人气龙头,鸿蒙概念,综合行业            	444-160/7+277 # 28/23/78%/3.3%
002085	万丰奥威	2.27%	9.71%	110	52	-23	-15	4.0	T1	-7.38%	碳纤维业绩龙头,通用航空,碳纤维              	450-177/37+236 # 460/7/57%/2.3%
000981	山子高科	0.9%	7.37%	142	21	-91	201	0.0	T1	-7.5%	大股东增持,西部大开发,新能源车              	155-43/33+79 # 59/18/72%/4.6%
601177	杭齿前进	1.84%	5.48%	143	17	-82	-91	-3.0	T1	-9.82%	14天9板,核能核电,新能源车               	73-33/4+36 # 321/9/78%/6.0%
603667	五洲新春	-7.06%	16.12%	153	-19	-101	65	-3.0	T1	-12.44%	机器人执行器,减速器                    	180-59/13+108 # 131/14/71%/4.1%
600602	云赛智联	-2.76%	7.99%	167	-80	-69	-75	-3.0	T1	-21.91%	食品安全人气龙头,算力概念,国资云概念           	308-106/10+192 # 315/9/89%/6.2%
002402	和而泰：	-4.86%	13.31%	170	-74	-94	104	-3.0	T1	-6.37%	毫米波概念,消费电子                    	194-9/18+167 # 258/10/70%/2.7%
603662	柯力传感	-8.33%	8.54%	179	0	-37	-2	-3.0	T1	-8.36%	仪器仪表市值龙头,边缘计算,机器人执行器          	247-128/5+114 # 293/10/70%/3.3%
603956	威派格：	-9.95%	3.91%	209	73	-88	-127	-3.0	T1	-13.18%	15天8板,净水概念,智谱AI               	50-26/5+19 # 244/11/55%/3.1%
000816	智慧农业	1.92%	7.03%	212	56	-118	-125	5.0	T2	-20.48%	小金属概念人气龙头,小金属概念,通用设备          	56-15/1+40 # 379/8/62%/1.6%
002335	科华数据	-4.89%	11.25%	331	-165	-56	-120	1.0	T1	-12.06%	东数西算,液冷概念                     	204-57/7+140 # 330/9/67%/3.3%
600100	同方股份	-2.46%	9.58%	342	-136	-73	-181	-3.0	T1	-10.13%	AI语料人气龙头,网络游戏,算力概念            	293-88/25+180 # 938/4/50%/2.7%

2025-03-03 22:53:50
排名350内+最近涨停+最近涨幅<20%：
代码	名称	涨幅	十日环比	人气排名	排名变动	排名变动3	排名变动5	cumu_ud	最近涨停	最近跌幅	标签	股本
002140	东华科技	7.94	0.42	145	-117	2033	1858	1.0	T1	6.9	昨日首板,熔盐储能,锂电池                 	55-32/1+22 # 1498/3/67%/2.3%
002167	东方锆业	7.66	12.7	7	-5	214	761	-1.0	T1	8.9	昨日首板,固态电池,小金属                 	68-16/2+50 # 674/6/33%/-0.8%
603777	来伊份：	7.12	5.94	134	20	510	1530	4.0	T1	10.88	小红书概念人气龙头,小红书概念,进口博览          	56-30/5+21 # 163/13/85%/5.5%
300746	汉嘉设计	6.49	19.19	242	-117	1419	3686	2.0	T1	26.5	装配建筑人气龙头,装配建筑,光伏建筑一体化         	32-19/0+13 # 375/8/75%/7.9%
603072	天和磁材	5.93	11.76	178	-59	527	1492	1.0	T1	15.31	小金属人气龙头,小金属,次新股               	0-0/0+0 # 1865/2/50%/-1.0%
600586	金晶科技	5.86	10.89	295	193	17	2218	-3.0	T1	0.9	钙钛矿电池成长龙头,钙钛矿电池,玻璃玻纤          	85-27/4+54 # 2432/1/100%/0.2%
002769	普路通：	5.27	14.06	255	-27	4	2033	8.0	T1	3.95	物流行业人气龙头,固态电池,钠离子电池           	27-9/0+18 # 560/7/57%/1.6%
000801	四川九洲	5.0	11.63	97	90	56	163	3.0	T1	-3.02	大飞机人气龙头,西部大开发,军工              	185-88/11+86 # 279/10/80%/4.9%
600693	东百集团	4.87	11.75	63	-43	404	1140	3.0	T2	21.07	3天2板,京东金融,跨境电商                	54-33/3+18 # 105/15/67%/4.1%
002741	光华科技	3.82	12.43	265	-115	173	863	-4.0	T1	10.34	动力电池回收人气龙头,动力电池回收,锂电池         	74-28/3+43 # 262/10/70%/4.5%
300076	GQY视讯	3.05	6.57	291	-233	2233	2421	-4.0	T1	16.98	昨日首板,光学光电子,MiniLED            	35-10/0+25 #        
002187	广百股份	2.98	7.46	233	-41	408	1564	3.0	T1	10.11	首发经济,黄金概念                     	39-20/3+16 # 155/13/54%/1.7%
000036	华联控股	2.56	3.59	338	-281	1931	2914	2.0	T1	9.44	昨日首板,深圳特区,房地产开发               	64-18/4+42 # 3353/1/100%/3.4%
002085	万丰奥威	2.27	9.71	110	52	-23	-15	4.0	T1	-7.38	碳纤维业绩龙头,通用航空,碳纤维              	450-177/37+236 # 460/7/57%/2.3%
000882	华联股份	2.26	3.08	306	8	114	710	2.0	T1	2.32	大股东增持,网红直播,新零售                	74-28/2+44 # 50/19/63%/2.8%
600210	紫江企业	2.07	6.33	192	-119	640	1845	-4.0	T1	10.72	刀片电池人气龙头,固态电池,锂电池             	110-29/5+76 # 859/5/80%/4.5%
000816	智慧农业	1.92	7.03	212	56	-118	-125	5.0	T2	-20.48	小金属概念人气龙头,小金属概念,通用设备          	56-15/1+40 # 379/8/62%/1.6%
601177	杭齿前进	1.84	5.48	143	17	-82	-91	-3.0	T1	-9.82	14天9板,核能核电,新能源车               	73-33/4+36 # 321/9/78%/6.0%
002178	延华智能	0.92	0.71	107	-98	713	852	-3.0	T1	7.82	昨日首板,互联医疗,养老概念                	55-19/0+36 # 159/13/77%/5.3%
000981	山子高科	0.9	7.37	142	21	-91	201	0.0	T1	-7.5	大股东增持,西部大开发,新能源车              	155-43/33+79 # 59/18/72%/4.6%
600206	有研新材	0.53	6.13	8	-7	155	342	-4.0	T1	10.76	昨日首板,固态电池,小金属                 	160-53/12+95 # 213/11/64%/2.6%
600470	六国化工	0.5	3.08	280	-255	2060	1981	-4.0	T1	7.46	昨日首板,磷化工,化肥行业                 	32-8/1+23 # 900/5/80%/6.0%
